id,regionname,countryname,prodline,lendinginstr,productlinetype,status,project_name,boardapprovaldate,totalamt,countryname2
P166266,Africa,Republic of Kenya,RE,Investment Project Financing,L,Active,Kenya Development Response to Displacement Impacts Project Additional Financing,2018,0,Kenya
P164603,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,Ghana Productive Safety Net Project,2018,60000000,Ghana
P166063,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,2nd Additional Financing to Emergency Resilient Recovery Project,2018,13000000,Mozambique
P167396,Africa,Republic of Mali,PE,Investment Project Financing,L,Active,Additional Financing - Mali Reconstruction and Economic Recovery Project,2018,30000000,Mali
P161928,South Asia,People's Republic of Bangladesh,PE,Program-for-Results Financing,L,Active,Operation for Supporting Rural Bridges (SupRB),2018,425000000,Bangladesh
P160463,South Asia,Republic of India,PE,Investment Project Financing,L,Active,AP Integrated Irrigation & Agriculture Transformation Project,2018,172200000,India
P164665,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,Public Sector Reform for Results Project,2018,35000000,Ghana
P164807,Africa,Republic of Rwanda,PE,Investment Project Financing,L,Active,Rwanda Public Finance Management Reform Project,2018,20000000,Rwanda
P166295,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Additional Financing for Second Rural Transport Improvement Project,2018,100000000,Bangladesh
P161568,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Bangladesh Sustainable Coastal and Marine Fisheries,2018,240000000,Bangladesh
P161996,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Sustainable Forests & Livelihoods (SUFAL) Project,2018,175000000,Bangladesh
P162086,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Jharkhand Power System Improvement Project,2018,310000000,India
P159378,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,L,Active,EQRA,2018,100000000,Afghanistan
P161332,Africa,Republic of Senegal,PE,Investment Project Financing,L,Active,Senegal Investing in the Early Years for Human Development,2018,75000000,Senegal
P164443,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,L,Active,Women's Economic Empowerment Rural Development Project,2018,25000000,Afghanistan
P164451,Africa,Republic of Ghana,PE,Program-for-Results Financing,L,Active,Ghana Secondary Cities Support Program,2018,100000000,Ghana
P166802,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,Mozambique Conservation Areas for Biodiversity and Development - Phase 2,2018,45000000,Mozambique
P161787,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,Ghana Financial Sector Development Project,2018,30000000,Ghana
P162452,Latin America and Caribbean,Republic of Haiti,PE,Development Policy Lending,L,Active,Haiti Fiscal and Social Resilience Development Policy Financing,2018,20000000,Haiti
P167870,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Additional Financing for Reaching Out of School Children II,2018,25000000,Bangladesh
P163845,South Asia,Islamic  Republic of Afghanistan,RE,Investment Project Financing,L,Active,Additional Financing for the Higher Education Development Project,2018,0,Afghanistan
P164520,Africa,Republic of Rwanda,RE,Investment Project Financing,L,Active,Sustainable Agricultural Intensification and Food Security Project,2018,0,Rwanda
P164356,Latin America and Caribbean,Republic of El Salvador,RE,Investment Project Financing,L,Active,ESV:Addressing Non-Communicable Diseases,2018,0,El Salvador
P163691,Africa,Republic of Uganda,RE,Investment Project Financing,L,Active,Additional Financing Uganda Reproductive Maternal and Child Health Services Improvement Project,2018,0,Uganda
P165346,Europe and Central Asia,Ukraine,RE,Investment Project Financing,L,Active,JSDF: Community-based Social Service Delivery Project,2018,0,Ukraine
P165300,Latin America and Caribbean,Republic of Colombia,PE,Investment Project Financing,L,Active,Support to the Bogota Metro Line 1 Section 1 Project - (Series 1),2018,70000000,Colombia
P165218,Latin America and Caribbean,Republic of Honduras,RE,Investment Project Financing,L,Active,HN Supporting Cost of Living Measurements,2018,0,Honduras
P163923,Africa,Republic of Malawi,RE,Investment Project Financing,L,Active,Adolescent Nutrition-Sensitive Agriculture Pilot Project,2018,0,Malawi
P166845,Other,World,RE,Investment Project Financing,L,Active,Implementation of the International Comparison Program (ICP) in the Commonwealth of Independent States (CIS),2018,0,World
P157043,Latin America and Caribbean,Republic of Peru,PE,Investment Project Financing,L,Active,Modernization of Water Supply and Sanitation Services,2018,70000000,Peru
P160661,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Active,Program to Accelerate Agrarian Reform (One Map Project),2018,200000000,Indonesia
P161713,Latin America and Caribbean,Republic of Colombia,GU,Investment Project Financing,L,Active,CTF Clean Energy Development Project,2018,41000000,Colombia
P163984,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,Ghana Energy Sector Transformation Initiative Project,2018,20000000,Ghana
P164211,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,Tourism Development Project,2018,40000000,Ghana
P159669,South Asia,Republic of India,PE,Development Policy Lending,L,Active,Second Programmatic Electricity Distribution Reform DPL for Rajasthan,2018,250000000,India
P165064,Africa,Republic of Mali,PE,Investment Project Financing,L,Active,Safety Nets Project (Jigisemejiri),2018,52000000,Mali
P164052,Africa,Republic of Mali,PE,Investment Project Financing,L,Active,Mali Drylands Development Project,2018,60000000,Mali
P161619,Africa,Republic of Mali,PE,Development Policy Lending,L,Active,Second poverty reductionand inclusive growth DPO,2018,60000000,Mali
P164431,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,Smallholder Irrigated Agriculture and Market Access Project- IRRIGA  1,2018,55000000,Mozambique
P167672,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Additional Financing for Health Sector Support Project,2018,50000000,Bangladesh
P163973,East Asia and Pacific,Republic of Indonesia,PE,Development Policy Lending,L,Closed,Second DPL to reform the Indonesian maritime logistics sector,2018,300000000,Indonesia
P162228,Other,World,RE,Investment Project Financing,L,Active, Creating a Trade in Value-Added Database for Africa,2018,0,World
P158768,South Asia,Islamic  Republic of Afghanistan,PE,Investment Project Financing,L,Active,Public-Private Partnerships and Public Investment Advisory Project,2018,20000000,Afghanistan
P163756,Africa,Republic of Ghana,RE,Investment Project Financing,L,Active,Ghana - Extractive Industries Technical Assistance,2018,0,Ghana
P164262,Africa,Republic of Senegal,PE,Investment Project Financing,L,Active,Senegal Rural Water Supply and Sanitation Project,2018,130000000,Senegal
P164686,East Asia and Pacific,Republic of Indonesia,PE,Program-for-Results Financing,L,Active,Investing in Nutrition and Early Years,2018,400000000,Indonesia
P161562,Africa,Republic of Kenya,PE,Development Policy Lending,L,Active,Disaster Risk Management Development Policy Credit with a Catastrophe Deferred Drawdown Option (Cat DDO),2018,200000000,Kenya
P157585,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Active,Strategic Irrigation Modernization and Urgent Rehabilitation Project,2018,250000000,Indonesia
P154525,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Uttarakhand Workforce Development Project,2018,74000000,India
P165442,Africa,Republic of Zambia,RE,Investment Project Financing,L,Active,Additional Financing for Zambia Strengthening Climate Resilience (PPCR Phase II),2018,0,Zambia
P161317,Africa,Republic of Kenya,PE,Investment Project Financing,L,Active,Kenya Industry and Entrepreneurship,2018,50000000,Kenya
P159577,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Active,Khyber Pass Economic Corridor Project,2018,460600000,Pakistan
P159712,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Active,Sindh Solar Energy Project,2018,100000000,Pakistan
P163782,Africa,Republic of Uganda,PE,Investment Project Financing,L,Active,Integrated Water Management and Development Project,2018,280000000,Uganda
P164882,South Asia,Islamic  Republic of Afghanistan,PE,Development Policy Lending,L,Closed,AF Incentive Program DPG,2018,90000000,Afghanistan
P162619,South Asia,People's Republic of Bangladesh,PE,Program-for-Results Financing,L,Active,Quality Learning for All Program,2018,700000000,Bangladesh
P164277,East Asia and Pacific,Republic of Indonesia,PE,Program-for-Results Financing,L,Active,Indonesia - Supporting Primary Health Care Reform,2018,150000000,Indonesia
P166538,Africa,Republic of Senegal,PE,Investment Project Financing,L,Active,Senegal - Saint-Louis Emergency Recovery and Resilience Project,2018,30000000,Senegal
P156125,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Active,National Urban Water Supply Project,2018,100000000,Indonesia
P158119,South Asia,Republic of India,PE,Program-for-Results Financing,L,Active,Atal Bhujal Yojana (Abhy)-National Groundwater Management Improvement,2018,450000000,India
P163575,Africa,Republic of Senegal,PE,Investment Project Financing,L,Active,Senegal-Quality Improvement and Equity of Basic Education - AF,2018,60000000,Senegal
P164093,Latin America and Caribbean,Republic of Haiti,PE,Investment Project Financing,L,Active,Additional Financing to Haiti Statistical Capacity Building Project,2018,15000000,Haiti
P165630,Other,World,RE,Investment Project Financing,L,Active,Implementation of the International Comparison Program (ICP) in Western Asia,2018,0,World
P163490,Latin America and Caribbean,Republic of Haiti,PE,Investment Project Financing,L,Active,Haiti Rural Accessibility & Resilience Project,2018,75000000,Haiti
P162525,Africa,Republic of Ghana,PE,Investment Project Financing,L,Active,Ghana Commercial Agriculture Project Additional Financing,2018,50000000,Ghana
P157599,East Asia and Pacific,Republic of Indonesia,PE,Investment Project Financing,L,Active,Integrated Infrastructure Development for National Tourism Strategic Areas (Indonesia Tourism Development Project),2018,300000000,Indonesia
P161876,Africa,Republic of Rwanda,PE,Program-for-Results Financing,L,Active,Transformation of Agriculture Sector Program 4 Phase 2,2018,100000000,Rwanda
P165388,South Asia,Islamic Republic of Pakistan,PE,Program-for-Results Financing,L,Active,Punjab Green Development Program,2018,200000000,Pakistan
P165402,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Additional Financing for PMGSY Rural Roads Project,2018,500000000,India
P163924,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Active,Pakistan Hydromet and DRM Services Project (PHDSP),2018,188000000,Pakistan
P162117,South Asia,Islamic Republic of Pakistan,PE,Investment Project Financing,L,Active,Sindh Barrages Improvement Project AF,2018,140000000,Pakistan
P156972,South Asia,Islamic Republic of Pakistan,PE,Program-for-Results Financing,L,Active,Punjab Cities Program,2018,200000000,Pakistan
P163458,Other,World,RE,Investment Project Financing,L,Active, Commonwealth Secretariat Grant Agreement (II) - DMF II,2018,0,World
P165588,Other,World,RE,Investment Project Financing,L,Active,Debt Relief International Grant Agreement II - Debt Management Facility II,2018,0,World
P165488,South Asia,Republic of India,GU,Investment Project Financing,L,Active,India Energy Efficiency Scale-Up Program Guarantee,2018,80000000,India
P162089,Africa,Republic of Liberia,RE,Investment Project Financing,L,Active,Getting to Best in Education,2018,0,Liberia
P162849,South Asia,Republic of India,PE,Program-for-Results Financing,L,Active,India Energy Efficiency Scale-up Program,2018,220000000,India
P163515,Africa,Republic of Uganda,PE,Program-for-Results Financing,L,Active,Uganda Support to Municipal Infrastructure Development Program - Additional Financing,2018,360000000,Uganda
P158231,Africa,Republic of Mozambique,PE,Investment Project Financing,L,Active,Integrated Feeder Road Development Project,2018,150000000,Mozambique
P156869,South Asia,Republic of India,PE,Investment Project Financing,L,Active,Strengthening Public Financial Management in Rajasthan,2018,21700000,India
P166745,South Asia,Republic of India,PE,Investment Project Financing,L,Active,National Rural Economic Transformation Project ( Additional Financing to National Rural Livelihoods Project ),2018,250000000,India
P162422,Africa,Republic of Kenya,GU,Investment Project Financing,L,Active,KenGen Guarantee Program,2018,180000000,Kenya
P164635,Other,World,RE,Investment Project Financing,L,Active,Urban Networking to Complement and Extend the Reach of the Sustainable Cities IAP,2018,0,World
P163777,Middle East and North Africa,Republic of Yemen,PE,Investment Project Financing,L,Active,Yemen Emergency Electricity Access Project,2018,50000000,Yemen
P166720,Africa,Republic of Rwanda,RE,Investment Project Financing,L,Active,Strengthening Social Protection Project Additional Financing,2018,0,Rwanda
P165400,South Asia,People's Republic of Bangladesh,PE,Investment Project Financing,L,Active,Additional Financing II for Rural Electrification and Renewable Energy Development II,2018,55000000,Bangladesh
